"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Measure","Bearing_type","Domain","Domain.Category","Value","CV...."
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHEAST",90,"WARE",299,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHEAST",90,"WARE",299,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHEAST",90,"WARE",299,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"DECATUR",87,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"DECATUR",87,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"DECATUR",87,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"DECATUR",87,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"EARLY",99,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"EARLY",99,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"EARLY",99,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"EARLY",99,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"59.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"GRADY",131,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"GRADY",131,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"GRADY",131,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"GRADY",131,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MILLER",201,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MILLER",201,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MILLER",201,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MILLER",201,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MITCHELL",205,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MITCHELL",205,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MITCHELL",205,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"SOUTHWEST",70,"MITCHELL",205,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"CARROLL",45,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"18.2"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"CARROLL",45,"","ACRES GROWN","TOTAL","NOT SPECIFIED",3,"21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"CARROLL",45,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"CARROLL",45,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",8,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"CARROLL",45,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",14,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"CARROLL",45,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",6,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"FAYETTE",113,"","ACRES BEARING","TOTAL","NOT SPECIFIED",6,"18.2"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"FAYETTE",113,"","ACRES GROWN","TOTAL","NOT SPECIFIED",6,"21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"FAYETTE",113,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"FAYETTE",113,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"HENRY",151,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"HENRY",151,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"HENRY",151,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"HENRY",151,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MACON",193,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"18.2"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MACON",193,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MACON",193,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MACON",193,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MERIWETHER",199,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MERIWETHER",199,"","ACRES GROWN","TOTAL","NOT SPECIFIED",88,"21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MERIWETHER",199,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MERIWETHER",199,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",10,"53.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MERIWETHER",199,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",10,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"MERIWETHER",199,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"59.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"TROUP",285,"","ACRES BEARING","TOTAL","NOT SPECIFIED",12,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"TROUP",285,"","ACRES GROWN","TOTAL","NOT SPECIFIED",15,"21.4"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"TROUP",285,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",3,"64.8"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"TROUP",285,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"(L)"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"TROUP",285,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",9,"48.6"
"CENSUS",2022,"YEAR","COUNTY","GEORGIA",13,"WEST CENTRAL",40,"TROUP",285,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"59.4"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"HAWAII ISLAND",11,"HAWAII",1,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"0.6"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"HAWAII ISLAND",11,"HAWAII",1,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"HAWAII ISLAND",11,"HAWAII",1,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"HAWAII ISLAND",11,"HAWAII",1,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,"38.7"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"HAWAII ISLAND",11,"HAWAII",1,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",8,"34.8"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"HAWAII ISLAND",11,"HAWAII",1,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",4,"33.5"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO",9,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO",9,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO",9,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO",9,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"OAHU ISLAND",62,"HONOLULU",3,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"OAHU ISLAND",62,"HONOLULU",3,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"OAHU ISLAND",62,"HONOLULU",3,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","HAWAII",15,"OAHU ISLAND",62,"HONOLULU",3,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BANNOCK",5,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BANNOCK",5,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BANNOCK",5,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BANNOCK",5,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,"","ACRES GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"BINGHAM",11,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"FREMONT",43,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"FREMONT",43,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"FREMONT",43,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"FREMONT",43,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"JEFFERSON",51,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"JEFFERSON",51,"","ACRES GROWN","TOTAL","NOT SPECIFIED",1,"33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"JEFFERSON",51,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",7,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"JEFFERSON",51,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",7,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"LEMHI",59,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"LEMHI",59,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"LEMHI",59,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"LEMHI",59,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"MADISON",65,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"MADISON",65,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"MADISON",65,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"EAST",90,"MADISON",65,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BENEWAH",9,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BENEWAH",9,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BENEWAH",9,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BENEWAH",9,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BONNER",17,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BONNER",17,"","ACRES GROWN","TOTAL","NOT SPECIFIED",1,"33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BONNER",17,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BONNER",17,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",8,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BONNER",17,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",10,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BONNER",17,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",2,"83.0"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BOUNDARY",21,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BOUNDARY",21,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BOUNDARY",21,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"BOUNDARY",21,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"CLEARWATER",35,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"CLEARWATER",35,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"CLEARWATER",35,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"CLEARWATER",35,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"IDAHO",49,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"IDAHO",49,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"IDAHO",49,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"IDAHO",49,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"KOOTENAI",55,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"KOOTENAI",55,"","ACRES GROWN","TOTAL","NOT SPECIFIED",7,"33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"KOOTENAI",55,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"KOOTENAI",55,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",11,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"KOOTENAI",55,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",11,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"KOOTENAI",55,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"83.0"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"LATAH",57,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"LATAH",57,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"LATAH",57,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"LATAH",57,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"NORTH",10,"NEZ PERCE",69,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"TWIN FALLS",83,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"TWIN FALLS",83,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"TWIN FALLS",83,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"TWIN FALLS",83,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"TWIN FALLS",83,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTH CENTRAL",80,"TWIN FALLS",83,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"83.0"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"ADA",1,"","ACRES BEARING","TOTAL","NOT SPECIFIED",2,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"ADA",1,"","ACRES GROWN","TOTAL","NOT SPECIFIED",2,"33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"ADA",1,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"ADA",1,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"CANYON",27,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"CANYON",27,"","ACRES GROWN","TOTAL","NOT SPECIFIED",8,"33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"CANYON",27,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"CANYON",27,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"CANYON",27,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",9,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"CANYON",27,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"83.0"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"GEM",45,"","ACRES BEARING","TOTAL","NOT SPECIFIED",6,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"GEM",45,"","ACRES GROWN","TOTAL","NOT SPECIFIED",6,"33.7"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"GEM",45,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"30.3"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"GEM",45,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,"32.5"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"PAYETTE",75,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"PAYETTE",75,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","IDAHO",16,"SOUTHWEST",70,"PAYETTE",75,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
